date,themes
20170310201500,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_WOMAN;CRISISLEX_CRISISLEXREC;KILL;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;TRIAL;SOC_GENERALCRIME;TAX_FNCACT_CORONER;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;MEDIA_MSM;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_FNCACT_DETECTIVE;TAX_FNCACT_VICTIM;NATURAL_DISASTER;NATURAL_DISASTER_HYPOTHERMIA;TAX_DISEASE;TAX_DISEASE_HYPOTHERMIA;SOC_EXPRESSREGRET;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_PROSECUTOR;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT_WOMEN;TAX_FNCACT_PROSECUTORS;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_INVESTIGATOR;AFFECT;
20200117000000,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_FNCACT_WOMEN;GENDER_VIOLENCE;UNGP_GENDER_EQUALITY;TAX_ETHNICITY;TAX_ETHNICITY_INUIT;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_INUIT;SCIENCE;TAX_ETHNICITY_CANADIAN;EXTREMISM;UNGP_FORESTS_RIVERS_OCEANS;EDUCATION;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;RAPE;WB_742_YOUTH_AND_GENDER_BASED_VIOLENCE;WB_2901_GENDER_BASED_VIOLENCE;WB_738_SOCIAL_COHESION;WB_134_SOCIAL_DEVELOPMENT;TAX_FNCACT_OFFICERS;WB_2441_DOMESTIC_VIOLENCE;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;AFFECT;KILL;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;CRISISLEX_T02_INJURED;EPU_CATS_MIGRATION_FEAR_FEAR;SOC_GENERALCRIME;TAX_FNCACT_SPOKESWOMAN;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;WB_135_TRANSPORT;TAX_FNCACT_CHILDREN;SOC_POINTSOFINTEREST_SCHOOLS;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_WOMAN;TAX_FNCACT_OFFICER;WB_569_HYDROMET_SERVICES;WB_568_CLIMATE_SERVICES;WB_567_CLIMATE_CHANGE;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRAT;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;GENERAL_HEALTH;MEDICAL;EPU_CATS_HEALTHCARE;CRISISLEX_T03_DEAD;
20220718100000,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TRIAL;TAX_FNCACT_LAWYER;TAX_FNCACT_WOMEN;WB_840_JUSTICE;RAPE;TAX_FNCACT_OFFICERS;TAX_FNCACT_WOMAN;TAX_FNCACT_SERGEANT;URBAN;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_FNCACT_CHIEF;CRISISLEX_CRISISLEXREC;TRANSPARENCY;KILL;USPEC_POLICY1;WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_BUTLER;EPU_POLICY;EPU_POLICY_REGULATORY;TAX_FNCACT_COMMISSIONERS;TAX_FNCACT_DIRECTOR;WB_2670_JOBS;ARREST;TAX_FNCACT_JUDGE;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_832_ANTI_CORRUPTION;MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;
20191224004500,SELF_IDENTIFIED_ATROCITY;TAX_ETHNICITY;TAX_ETHNICITY_CANADIANS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT;TAX_FNCACT_SENATOR;USPEC_POLITICS_GENERAL1;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_JUDGE;TAX_ETHNICITY_CANADIAN;WB_2203_HUMAN_RIGHTS;WB_2482_RECONCILIATION;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2509_GENOCIDE;TAX_FNCACT_LEADER;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_OFFICIALS;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;UNGP_FREEDOM_FROM_DISCRIMINATION;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;USPEC_POLICY1;LEGISLATION;EPU_CATS_NATIONAL_SECURITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;MEDIA_SOCIAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;URBAN;DISCRIMINATION_RACE_RACIST;KILL;APPOINTMENT;TAX_FNCACT_CHIEF;MEDIA_CENSORSHIP;UNGP_POLITICAL_FREEDOMS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SELKIRK;TAX_ETHNICITY_INDIAN;TAX_WORLDLANGUAGES_OJIBWA;TAX_FNCACT_FATHER;AFFECT;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;TAX_WORLDLANGUAGES_OJIBWAY;TAX_FNCACT_EDUCATOR;TAX_FNCACT_ATHLETE;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_ASSISTANT;EPU_POLICY;EPU_POLICY_LAW;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;TRIAL;TAX_FNCACT_LAWYER;TAX_FNCACT_JUDGES;SOC_GENERALCRIME;IDEOLOGY;WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES;TAX_DISEASE;TAX_DISEASE_BLINDNESS;WB_2433_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;CRISISLEX_CRISISLEXREC;TAX_FNCACT_ADMINISTRATOR;TAX_FNCACT_FALCONER;TAX_FNCACT_DIRECTOR;GRIEVANCES;TAX_FNCACT_POLICE_CHIEF;PROTEST;STRIKE;TAX_FNCACT_OFFICERS;RECRUITMENT;WB_470_EDUCATION;MEDIA_MSM;TAX_FNCACT_WOMEN;TAX_FNCACT_LAWYERS;CRISISLEX_T11_UPDATESSYMPATHY;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TAX_FNCACT_CHILDREN;FOOD_SECURITY;TAX_DISEASE_STARVATION;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_166_RAILWAYS;CRISISLEX_C04_LOGISTICS_TRANSPORT;BAN;TAX_FNCACT_OUTLAW;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_FNCACT_MINISTER;SEIZE;TAKE_OFFICE;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;POVERTY;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_VICTIM;REBELLION;REBELS;EPU_POLICY_POLITICAL;TAX_FNCACT_PHILOSOPHER;TAX_FNCACT_LEADERS;TAX_FNCACT_MAN;ORGANIZED_CRIME;WB_2452_GANGS;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CORPORATE_EXECUTIVE;ARREST;SOC_POINTSOFINTEREST_JAIL;
20190627121500,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;AFFECT;KILL;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_WOMEN;SOC_GENERALCRIME;CRISISLEX_T02_INJURED;WB_2433_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_ETHNICITY_CANADIANS;WB_2482_RECONCILIATION;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES;TAX_ETHNICITY_INDIAN;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_ECON_PRICE;TAX_FNCACT_LEADERS;LEADER;TAX_FNCACT_POLITICAL_LEADERS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_MINISTERS;TAX_FNCACT_PRIME_MINISTERS;TAX_FNCACT_POLITICIANS;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_T03_DEAD;LEGISLATION;EPU_POLICY_LAW;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_962_INTERNATIONAL_LAW;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2026_PREVENTION;EPU_CATS_MIGRATION_FEAR_FEAR;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;CRISISLEX_CRISISLEXREC;TAX_FNCACT_CHILDREN;UNGP_FREEDOM_FROM_DISCRIMINATION;TAX_ETHNICITY_CANADIAN;USPEC_POLICY1;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;ARREST;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;TAX_FNCACT_AGENTS;TAX_FNCACT_PRIESTS;RAPE;EPU_POLICY_POLICY;TAX_FNCACT_DEPUTY;TAX_FNCACT_SUPERINTENDENT;TAX_ETHNICITY_INDIANS;TAX_AIDGROUPS;TAX_AIDGROUPS_HUMAN_RIGHTS_WATCH;TAX_FNCACT_OFFICERS;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTORS;CRISISLEX_C03_WELLBEING_HEALTH;TRIAL;TAX_FNCACT_WORKERS;TAX_FNCACT_SOCIAL_WORKERS;TAX_FNCACT_BABIES;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_MINISTER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_TROOPS;TAX_FNCACT_DICTATOR;SLFID_DICTATORSHIP;BAN;TAX_FNCACT_OUTLAW;
20210601181500,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_CHILDREN;KILL;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT_AUTHOR;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;CRISISLEX_T03_DEAD;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_RELIGION;TAX_RELIGION_CATHOLIC;TAX_RELIGION_CHURCH;TAX_ETHNICITY_INDIAN;TAX_FNCACT_STUDENTS;TAX_FNCACT_MISSIONARY;RELIGION;TAX_RELIGION_CHRISTIANITY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_OFFICIALS;TAX_DISEASE;TAX_DISEASE_WOUNDS;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_WOMEN;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_CRISISLEXREC;MED_EMERGENCYROOM;WB_137_WATER;CRISISLEX_C06_WATER_SANITATION;CRISISLEX_T06_SUPPLIES;SANITATION;WB_139_SANITATION_AND_WASTEWATER;WB_2000_SANITATION;WB_1199_WATER_SUPPLY_AND_SANITATION;ARREST;TAX_WORLDMAMMALS_BEARS;TAX_ETHNICITY_CANADIANS;DISCRIMINATION;UNGP_FREEDOM_FROM_DISCRIMINATION;WB_2482_RECONCILIATION;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES;AFFECT;TAX_ETHNICITY_CANADIAN;TAX_RELIGION_CHURCHES;USPEC_UNCERTAINTY1;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CAMBODIAN;CRISISLEX_O01_WEATHER;EXTREMISM;HUMAN_RIGHTS_ABUSES;HUMAN_RIGHTS_ABUSES_CONCENTRATION_CAMPS;TAX_FNCACT_BABY;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_166_RAILWAYS;CRISISLEX_C04_LOGISTICS_TRANSPORT;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_CRIME_VIOLENCE;TAX_FNCACT_OFFICIAL;TAX_FNCACT_CHILD;
20210531230000,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_CHILDREN;KILL;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT_AUTHOR;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;CRISISLEX_T03_DEAD;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_RELIGION;TAX_RELIGION_CATHOLIC;TAX_RELIGION_CHURCH;TAX_ETHNICITY_INDIAN;TAX_FNCACT_STUDENTS;TAX_FNCACT_MISSIONARY;RELIGION;TAX_RELIGION_CHRISTIANITY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_OFFICIALS;TAX_DISEASE;TAX_DISEASE_WOUNDS;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_WOMEN;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_CRISISLEXREC;MED_EMERGENCYROOM;WB_137_WATER;CRISISLEX_C06_WATER_SANITATION;CRISISLEX_T06_SUPPLIES;SANITATION;WB_139_SANITATION_AND_WASTEWATER;WB_2000_SANITATION;WB_1199_WATER_SUPPLY_AND_SANITATION;ARREST;TAX_WORLDMAMMALS_BEARS;TAX_ETHNICITY_CANADIANS;DISCRIMINATION;UNGP_FREEDOM_FROM_DISCRIMINATION;WB_2482_RECONCILIATION;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES;AFFECT;TAX_RELIGION_CHURCHES;USPEC_UNCERTAINTY1;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CAMBODIAN;CRISISLEX_O01_WEATHER;EXTREMISM;HUMAN_RIGHTS_ABUSES;HUMAN_RIGHTS_ABUSES_CONCENTRATION_CAMPS;TAX_FNCACT_BABY;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_166_RAILWAYS;CRISISLEX_C04_LOGISTICS_TRANSPORT;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_CRIME_VIOLENCE;TAX_FNCACT_OFFICIAL;TAX_FNCACT_CHILD;
20221204173000,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_WOMEN;KILL;CRISISLEX_T03_DEAD;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;AFFECT;TAX_FNCACT_AUTHOR;TAX_ETHNICITY_CANADIAN;UNREST_DAY_OF_ACTION;ARREST;CRISISLEX_CRISISLEXREC;TAX_FNCACT_MAN;TRIAL;WB_615_GENDER;WB_2433_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;CRISISLEX_T11_UPDATESSYMPATHY;EPU_POLICY;EPU_POLICY_POLITICAL;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;CRISISLEX_T02_INJURED;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;UNGP_FREEDOM_FROM_DISCRIMINATION;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;SOC_GENERALCRIME;TAX_FNCACT_WOMAN;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_VICTIM;TAX_FNCACT_SUPPORTERS;TAX_FNCACT_JUDGE;TAX_FNCACT_LAWYER;MEDIA_MSM;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEFS;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_MINISTER;CRISISLEX_T01_CAUTION_ADVICE;
20221204170000,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_WOMEN;KILL;CRISISLEX_T03_DEAD;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;AFFECT;TAX_FNCACT_AUTHOR;TAX_ETHNICITY_CANADIAN;UNREST_DAY_OF_ACTION;ARREST;CRISISLEX_CRISISLEXREC;TAX_FNCACT_MAN;TRIAL;WB_615_GENDER;WB_2433_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_FNCACT_LEADER;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_T02_INJURED;APPOINTMENT;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;SOC_GENERALCRIME;TAX_FNCACT_WOMAN;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_VICTIM;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEFS;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_MINISTER;CRISISLEX_T01_CAUTION_ADVICE;
20190604233000,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;KILL;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT_WOMEN;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;WB_2433_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;AFFECT;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;MEDIA_MSM;UNGP_GENDER_EQUALITY;TAX_FNCACT_COMMISSIONERS;TAX_FNCACT_KILLERS;POVERTY;WB_695_POVERTY;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_GUARD;TRIAL;TAX_FNCACT_ATTORNEY;TAX_FNCACT_CHIEF;TAX_FNCACT_COMMISSIONER;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_CHIEF_COMMISSIONER;TAX_FNCACT_CHIEF_COMMISSIONER;CRISISLEX_T03_DEAD;
20190609140000,SELF_IDENTIFIED_ATROCITY;TERROR;ARMEDCONFLICT;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2509_GENOCIDE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_CRIMINAL;TAX_ETHNICITY;TAX_ETHNICITY_TUTSI;TAX_ETHNICITY_HUTU;TAX_FNCACT_EDITORS;AFFECT;REFUGEES;KILL;CRISISLEX_T03_DEAD;BORDER;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_PATRIOTIC_FRONT;TAX_TERROR_GROUP;TAX_TERROR_GROUP_RWANDAN_PATRIOTIC_FRONT;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT_WOMEN;TAX_ETHNICITY_CANADIAN;TAX_ETHNICITY_AMERICAN;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;ELECTION;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_CRIME_VIOLENCE;TAX_ETHNICITY_CANADIANS;TAX_AIDGROUPS;TAX_AIDGROUPS_UNITED_NATIONS_ASSISTANCE_MISSION;TAX_FNCACT_SENATOR;USPEC_POLITICS_GENERAL1;TAX_FNCACT_CITIZENS;WOUND;TAX_FNCACT_MAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_YAZIDIS;TAX_TERROR_GROUP_ISIS;
